mean integrated,SD,EK,skewness,mean DMSNR curve,SD DMSNR curve,EK DMSNR curve,skewness DMSNR curve,classification
70.7421875,44.61278651,1.474642847,2.703270007,139.0451505,84.47013465,-0.821681651,-0.956543281,is pulsar
59.828125,43.63325663,3.10892124,10.29571775,135.6061873,82.11909898,-0.461862745,-0.940914998,is pulsar
17.0390625,27.33598885,6.922355152,51.60755888,129.5200669,77.73185471,-0.228249988,-0.938454705,is pulsar
46.2734375,31.46469123,3.667177223,21.17597987,77.08026756,79.94717264,0.615688179,-0.93197616,is pulsar
14.234375,28.93405335,6.552998011,44.94563248,158.0543478,80.74958954,-0.632420568,-0.927000914,is pulsar
78.0546875,44.6946775,1.555123382,3.749351741,137.4874582,83.12858644,-0.625662006,-0.92402117,is pulsar
6.265625,31.53531859,6.141778095,39.07830612,135.0200669,55.57571531,0.260256506,-0.917726214,is pulsar
97.6484375,65.52749779,0.611496861,-0.805125685,168.5025084,89.03488941,-0.803831672,-0.882519286,is pulsar
21.7421875,29.36336102,6.298407514,42.54359391,83.39632107,79.00608621,0.501918895,-0.870267085,is pulsar
88.5234375,50.73044033,1.165919766,0.944145383,108.0234114,66.29243353,-0.64040431,-0.835324546,is pulsar
22.046875,31.09633705,5.388688281,31.45966732,105.9832776,74.74201821,0.676139895,-0.831068872,is pulsar
9.4453125,32.42293955,5.901331773,36.14395837,110.5643813,63.80673449,0.460033325,-0.828869488,is pulsar
36.7109375,38.26024216,4.363306569,20.29698008,107.2123746,74.62119531,0.115883054,-0.819637695,is pulsar
41.2109375,31.94664799,3.887521273,19.89781024,88.33361204,78.91144803,0.588461918,-0.807271674,is pulsar
13.2265625,31.71164387,5.623710282,33.34287139,143.1722408,63.896188,0.138212003,-0.804983112,is pulsar
18.359375,30.75907752,5.749359799,35.34212422,102.0443144,73.94695882,0.17534749,-0.786496017,is pulsar
46.2578125,45.56661437,3.097241596,9.697285897,84.49247492,75.77417014,0.527439516,-0.783823003,is pulsar
29.953125,38.36540177,4.153427856,17.81368022,141.4607023,62.66037052,0.195576924,-0.757497279,is pulsar
36.8828125,32.89510343,4.177538111,21.19882157,91.65133779,75.97207069,0.418538803,-0.744468025,is pulsar
46.921875,42.90316301,3.111214183,10.10921616,93.25752508,74.66304845,0.427270153,-0.714515922,is pulsar
92.4765625,57.86676033,1.2410772,0.934113669,151.4439799,81.29723349,-0.720683089,-0.713867955,is pulsar
64.203125,48.01112491,2.348346315,5.995983453,101.0292642,70.70657475,0.348987541,-0.711533353,is pulsar
12.1328125,29.89574883,6.583985394,45.41182481,99.94063545,71.39082214,0.24315076,-0.678561408,is pulsar
13.0234375,30.32260523,7.400253989,54.56866378,112.9916388,69.89693749,0.244507229,-0.657516962,is pulsar
71.359375,39.08079259,2.287652077,7.856506241,56.75334448,80.17684382,0.955179239,-0.646309295,is pulsar
24.734375,35.09885245,4.611712363,22.58101902,64.67307692,79.94760603,0.847893348,-0.644391325,is pulsar
66.8515625,58.08803796,1.802132263,2.232983407,67.02090301,80.61287231,0.841739875,-0.637751734,is pulsar
73.5390625,40.74691368,2.112812213,6.641841987,63.80100334,82.60621337,0.928496758,-0.63564034,is pulsar
37.25,30.95132267,4.43751256,25.24357093,73.23494983,82.84329093,0.864999317,-0.616193394,is pulsar
21.3046875,35.90755461,5.146316748,27.81541361,128.9841137,66.95541307,0.020189629,-0.59556003,is pulsar
11.3125,32.89917125,5.965438526,35.9852318,118.6337793,67.35104707,0.021561324,-0.574656351,is pulsar
11.4140625,33.01834891,5.580259541,32.38538427,115.2608696,63.7299815,0.569986335,-0.558561195,is pulsar
52.9296875,50.55167276,2.581865705,6.350838241,115.7909699,70.36129731,0.138439946,-0.547592683,is pulsar
42.5078125,34.30105595,3.516711823,18.67814491,78.9590301,71.68441027,0.641440979,-0.533831405,is pulsar
87.6875,48.11099634,0.795583022,0.707279599,60.54347826,83.01059055,0.989217856,-0.533603355,is pulsar
42.2421875,29.15629919,4.261947535,25.05911295,67.02675585,79.26204974,0.858547728,-0.532012073,is pulsar
28.96875,43.76016623,3.737042761,13.45893659,71.34782609,72.43618633,0.667913525,-0.520126344,is pulsar
6.9375,33.50670409,5.797935319,34.35071294,122.430602,57.29073626,0.686234836,-0.516564424,is pulsar
19.75,28.83221939,6.899093412,50.20681093,84.64214047,74.34011168,0.666799001,-0.499700563,is pulsar
28.2265625,31.27579307,4.948784161,27.52994766,85.21571906,72.5315774,0.536083971,-0.479415846,is pulsar
84.2265625,47.42332872,1.573240528,2.60999922,132.5819398,71.87268664,-0.473744206,-0.478413851,is pulsar
45.0,30.36908379,3.774394214,20.90031147,62.74331104,83.78552108,1.02618067,-0.46882176,is pulsar
78.953125,46.68626327,1.42265173,2.492381502,48.41137124,38.32395364,-0.184758638,-0.466768579,is pulsar
31.703125,29.17976594,5.781621754,36.33574371,163.5769231,45.8697254,-0.180266075,-0.464227987,is pulsar
38.828125,57.51672439,2.195583345,3.673929465,79.75585284,71.3531698,0.850185387,-0.437195641,is pulsar
73.0,38.8882614,2.342840717,6.780450648,133.8787625,68.69177328,-0.283185658,-0.436295877,is pulsar
31.109375,32.01689846,4.922593532,27.5746585,115.1923077,66.43484354,0.243013429,-0.432273106,is pulsar
63.9453125,35.38610881,2.679737056,11.0443603,60.77508361,74.20072714,0.878393345,-0.431599372,is pulsar
52.6875,29.00127961,4.34392863,26.28998825,61.02173913,80.09594703,0.978638555,-0.426167786,is pulsar
66.53125,40.78467419,1.935808738,5.267121879,152.0886288,73.37278599,-0.681893341,-0.41529506,is pulsar
34.046875,34.17049609,4.045512367,18.66538021,91.8319398,65.97186501,0.252156323,-0.39370388,is pulsar
36.125,38.29674431,4.272427009,18.81391099,69.41471572,79.04512862,0.931727931,-0.392899525,is pulsar
34.9609375,36.16312917,4.370479957,21.30250631,108.7583612,63.77693651,0.923271607,-0.375506487,is pulsar
16.5390625,35.7836167,5.413669764,30.12961815,82.3277592,66.87172315,0.619480753,-0.354824955,is pulsar
10.296875,32.14599493,5.560033022,33.30827255,147.0593645,60.67493012,-0.331200711,-0.329801674,is pulsar
29.6875,51.50284428,3.012862026,8.177625342,74.89297659,75.50350665,0.980612921,-0.325103855,is pulsar
35.640625,42.05200173,3.641673929,12.98391902,67.32608696,71.43243426,0.805389421,-0.306078538,is pulsar
16.5546875,47.36358843,4.062784725,15.06497082,112.583612,58.80159542,0.404615957,-0.285589629,is pulsar
12.46875,34.58954356,5.750408523,32.97831184,129.7909699,63.51032717,-0.077222142,-0.285142167,is pulsar
81.71875,52.87528627,1.482040802,1.538288907,170.6563545,80.76560786,-1.002569924,-0.280000774,is pulsar
36.234375,30.64195561,4.772927847,27.21067157,78.57859532,77.08176398,0.916619386,-0.267020019,is pulsar
31.046875,38.36967784,4.319831721,19.14360469,107.0510033,65.75350423,0.149292422,-0.252814514,is pulsar
64.4765625,47.96091587,2.43251329,6.268466638,55.11705686,78.71689256,1.095747702,-0.249699465,is pulsar
24.2109375,28.9767289,5.72382902,37.23975995,87.5735786,71.44373868,0.791076439,-0.186095272,is pulsar
79.9375,75.63995203,1.064485197,-0.543938707,170.8051839,73.20665078,-0.986562774,-0.182697952,is pulsar
23.7421875,34.00120542,5.345395214,29.66674991,80.71070234,71.63100998,0.917680666,-0.147970458,is pulsar
47.03125,36.98097854,3.744839303,16.50953269,71.88043478,73.55964694,0.973483418,-0.141037482,is pulsar
72.1875,44.78642896,1.304482718,1.868594118,51.72408027,77.90452172,1.173436443,-0.14022268,is pulsar
22.515625,30.84132383,5.701812939,34.57422517,74.82692308,71.16992463,0.803085933,-0.138984649,is pulsar
54.5625,39.64722366,2.516804464,8.391360157,58.12123746,77.91483763,1.102884299,-0.131104436,is pulsar
17.0078125,31.17277861,5.936043887,36.75222153,63.31354515,69.60168219,0.895209094,-0.112167817,is pulsar
19.1875,48.77479337,4.06184829,15.04996237,114.5919732,56.69817468,0.361700256,-0.104891167,is pulsar
9.9765625,32.25859015,5.859133735,35.45942226,68.93478261,65.17461055,0.742921419,-0.089009483,is pulsar
28.546875,29.13139934,5.42187427,34.24317552,56.29598662,85.12440837,1.22915925,-0.059996465,is pulsar
49.3359375,43.59047297,3.335372644,11.56383619,62.96655518,71.46310566,0.948149318,-0.052174403,is pulsar
39.6484375,52.8063369,2.081382551,3.389052512,142.9841137,56.76470165,-0.458445467,-0.045531641,is pulsar
46.0234375,37.86416199,3.155475572,11.64048548,67.1229097,67.46469988,0.798529409,-0.032071715,is pulsar
15.1796875,34.18251417,5.571016831,32.60214562,91.51086957,61.85713432,0.5497033,-0.02998197,is pulsar
50.0625,60.16549442,1.926926518,2.924904194,69.12625418,67.68154044,0.907627901,-0.0152805,is pulsar
31.0390625,42.81617728,3.486639541,12.31109378,62.26003344,67.15053305,0.962186077,0.008609376,is pulsar
39.078125,36.33967558,4.164490187,18.16470068,92.64799331,65.21835465,0.573204141,0.011578999,is pulsar
27.8515625,27.66543699,6.197866078,44.145531,75.80016722,69.46730686,0.963370687,0.015395832,is pulsar
23.984375,30.68615943,5.452668529,32.17644209,88.47073579,65.77738106,0.623538239,0.044306412,is pulsar
20.9140625,43.18329888,3.888401588,14.80985139,109.2148829,56.43568405,0.580705039,0.065487529,is pulsar
49.7890625,38.84417032,3.649763161,15.683403,62.37458194,75.46284268,1.122186535,0.071989998,is pulsar
22.3125,30.5112044,6.01951561,40.22278046,66.96070234,69.38765343,0.969790159,0.087332541,is pulsar
6.1875,30.85392753,6.476885002,42.92076344,138.1956522,49.30449566,0.393867458,0.097969341,is pulsar
15.4609375,29.64659085,6.24443227,41.00497636,57.35785953,70.27851209,1.038219736,0.122544329,is pulsar
5.8125,30.63131312,7.152690621,51.59138187,149.0702341,47.63991978,0.237402818,0.127258449,is pulsar
37.09375,43.15133933,3.665610274,13.81294652,73.76755853,68.64813451,0.964893374,0.153953144,is pulsar
14.6328125,34.37587978,4.834015379,24.27063395,125.3294314,54.77622617,0.205162319,0.173238772,is pulsar
16.125,45.22150346,3.715820643,13.43083724,173.4272575,58.59054302,-0.935188481,0.261596437,is pulsar
7.84375,33.32567458,5.932129649,35.95996558,87.61371237,59.29353836,0.950108382,0.276732612,is pulsar
69.90625,34.18525758,3.154099811,13.07111451,56.79598662,73.59892111,1.200914462,0.280631176,is pulsar
55.9375,38.13888067,3.485556609,13.36883868,58.65133779,71.27619279,1.152046944,0.291241542,is pulsar
27.640625,29.4766153,6.166295329,41.40723034,60.32525084,73.5358334,1.178987652,0.310896843,is pulsar
15.6875,46.58908637,3.62697965,12.69504749,174.8361204,60.93699718,-1.051948265,0.311540147,is pulsar
79.6953125,37.48928151,1.698401977,5.235228951,41.64214047,73.36736284,1.399719585,0.314248849,is pulsar
65.203125,33.16397692,2.861040502,12.8045048,44.52090301,75.76121217,1.369637448,0.316789393,is pulsar
102.46875,35.34714838,1.118794002,3.86018177,42.4138796,73.95063056,1.389508736,0.351528273,is pulsar
30.7578125,37.8528702,4.196452333,18.43807325,78.95652174,60.87601674,0.791637356,0.360160547,is pulsar
38.8359375,60.23881864,2.409113748,4.694510938,90.63712375,55.42048533,0.741363677,0.459213896,is pulsar
60.4140625,43.64944289,2.735270575,7.695856564,178.7006689,75.10933413,-1.283502152,0.482473988,is pulsar
16.5390625,42.74486489,3.968126022,15.39874146,109.1831104,53.13709551,0.871270859,0.488218105,is pulsar
95.7578125,52.08957821,0.85997009,0.087778783,48.70317726,79.71055303,1.438187229,0.49149462,is pulsar
37.328125,43.89780557,3.217384472,10.50467693,107.1020067,50.97228209,1.015687661,0.495303231,is pulsar
25.484375,29.73344717,6.937638049,50.15797584,66.16638796,66.84136044,1.047523267,0.509223353,is pulsar
24.609375,40.82340673,4.288720043,18.15569373,89.41889632,58.4027157,0.727091967,0.545543042,is pulsar
44.2578125,60.33762379,2.063332746,3.229865232,158.9013378,60.91147394,-1.129127959,0.555839532,is pulsar
30.3359375,35.84259803,4.838853688,24.78356363,73.26505017,62.77812351,0.911988209,0.59605133,is pulsar
16.875,37.97429229,4.59064206,21.78251449,117.6421405,48.98592758,0.877831858,0.607236595,is pulsar
32.4765625,41.17606344,3.654787601,13.90269145,59.99080268,66.78183481,1.197499957,0.61762302,is pulsar
51.1796875,33.578135,3.540392619,18.44180873,47.2867893,72.85860815,1.386723455,0.620479802,is pulsar
6.984375,28.56406844,7.454056179,56.35272065,111.9389632,50.6762013,0.802719867,0.627865868,is pulsar
88.3984375,39.98873666,1.392984589,2.940152516,43.13963211,73.72644276,1.445704368,0.639399179,is pulsar
8.1015625,31.35154498,6.091617155,38.48028348,92.85618729,54.66816332,0.968097795,0.696454218,is pulsar
28.015625,36.91036109,4.451623513,20.31296639,61.26755853,65.15805572,1.226451381,0.722550333,is pulsar
27.625,30.66018387,6.270232875,42.85890151,64.72575251,66.06538799,1.205214894,0.745529302,is pulsar
74.2421875,35.31769787,2.193684838,9.04864641,38.51254181,77.83778912,1.600997903,0.747279614,is pulsar
20.3515625,25.77171107,7.024644815,56.11297239,70.51254181,65.47230523,1.102049947,0.782055998,is pulsar
9.484375,36.07348931,5.542155462,31.16068794,112.7550167,46.46298217,0.815807083,0.807904994,is pulsar
33.9140625,36.06895032,4.643580714,23.49087056,57.13043478,69.03956292,1.317854382,0.817816318,is pulsar
21.5703125,30.87137722,5.661067337,34.31211675,52.07859532,63.06510818,1.239048946,0.847647921,is pulsar
123.46875,45.47508547,0.345780685,0.647414924,32.91973244,65.09419657,1.605538349,0.871363737,is pulsar
38.53125,37.39734648,4.364529648,19.87977135,61.35367893,65.38255954,1.372809961,0.924363483,is pulsar
80.3828125,46.30033091,1.638253591,3.074124288,40.30100334,71.85159617,1.54733821,0.97463544,is pulsar
24.1953125,27.61143858,6.136716697,42.8259995,57.7132107,66.03356696,1.321973986,0.992863952,is pulsar
52.3046875,36.17374708,2.635561296,10.13713674,39.06270903,66.3636247,1.515008297,1.010958626,is pulsar
10.3125,36.10158194,5.616802567,32.14524827,84.56438127,53.1610952,1.072975801,1.020764455,is pulsar
19.8359375,30.27033855,6.005141397,37.93730527,48.71655518,64.52055564,1.312654577,1.02515552,is pulsar
41.7109375,37.34031676,3.844365532,17.16007009,43.37123746,66.25060844,1.434829018,1.055883749,is pulsar
52.296875,39.5044221,2.605324187,9.256108689,39.7090301,72.78769893,1.601763052,1.091596973,is pulsar
32.59375,40.18909163,3.692951573,14.98795802,40.1145485,63.57220967,1.456445694,1.104743366,is pulsar
85.9609375,44.7832283,0.790272555,1.427598655,35.62123746,66.81649745,1.617705962,1.10588266,is pulsar
31.9375,37.27741231,4.586501952,21.87143411,50.19899666,65.34805603,1.384786676,1.116528506,is pulsar
9.3359375,34.08726791,5.666405473,32.74425795,88.47909699,52.04029887,1.041177855,1.138878704,is pulsar
7.828125,30.71520119,6.435012012,42.46402931,121.4046823,47.96556853,0.663053339,1.203138762,is pulsar
44.3203125,59.6722734,2.062026291,3.429955354,80.7909699,54.64416469,1.346399735,1.212320519,is pulsar
69.2734375,48.97124712,2.055038029,4.603519771,40.1722408,76.22635342,1.670115316,1.221644103,is pulsar
14.703125,29.81593517,7.218630762,52.86635443,81.60284281,57.25662724,1.058996114,1.258417581,is pulsar
77.0703125,39.00063773,1.884420819,6.372177552,38.51755853,65.74105883,1.589513212,1.285345583,is pulsar
19.03125,33.35414552,5.455234828,30.53455456,66.80602007,59.00179265,1.180934251,1.31928722,is pulsar
69.203125,52.62802239,1.751245798,2.749050248,37.23662207,69.41082701,1.658738447,1.334146201,is pulsar
18.1171875,29.29766978,6.446705558,44.60158751,50.10785953,66.32182537,1.456423391,1.335181593,is pulsar
35.625,29.1863624,5.49848826,36.53151479,40.31187291,66.1545436,1.526680228,1.366022367,is pulsar
82.21875,49.9042736,1.610494814,2.732744507,39.13545151,72.72962746,1.684182781,1.369425773,is pulsar
26.9375,32.13199097,4.92841228,27.05705636,47.20986622,63.08305511,1.480079094,1.386698337,is pulsar
43.2265625,30.31609897,5.101297203,32.75339724,43.88461538,71.64244924,1.641698775,1.439339227,is pulsar
23.4765625,28.22619706,6.111068801,41.38180222,47.02424749,62.36272079,1.435898641,1.467188043,is pulsar
14.9140625,28.34305122,6.696803883,47.44855935,49.35367893,60.59714963,1.408815203,1.505305135,is pulsar
40.3046875,33.34421769,4.397312122,22.90804391,43.76839465,65.72739922,1.568893072,1.573680409,is pulsar
59.7265625,32.71675671,3.360496626,16.17794592,39.25668896,75.04544998,1.761530771,1.581032314,is pulsar
63.6875,35.7256801,2.721032735,10.85685049,39.84949833,67.72125209,1.653588408,1.675631228,is pulsar
36.7421875,26.12268115,5.601090703,40.16710305,42.98494983,66.03728379,1.617478021,1.690875928,is pulsar
21.6796875,30.53428749,5.876555783,36.83901532,45.02508361,61.51146158,1.514671247,1.720126594,is pulsar
51.28125,38.00882659,3.082019126,12.04485404,36.92892977,71.39577711,1.776025798,1.736655377,is pulsar
48.8203125,29.01304491,4.544461499,28.20759772,39.93896321,71.3074186,1.734677186,1.736682233,is pulsar
26.421875,28.35478613,6.414866062,45.38364068,59.00752508,58.27894613,1.452547751,1.756034769,is pulsar
19.4921875,32.6716611,5.643641378,33.15621962,54.61705686,57.232719,1.509937251,1.800584867,is pulsar
82.25,37.46373246,1.759015568,5.136681615,34.61956522,72.0302792,1.850996131,1.838605136,is pulsar
8.25,26.94351731,7.879627678,63.46638835,48.65468227,58.2943487,1.514147433,1.877476401,is pulsar
35.4296875,35.27053559,4.568207023,22.85806571,40.22240803,65.41621847,1.701719885,1.956476136,is pulsar
64.8984375,41.26398245,2.162828337,6.534174214,33.10200669,67.99509103,1.851704182,1.97262495,is pulsar
45.390625,37.43707937,3.789654194,17.40835227,37.30434783,62.85762711,1.726342662,2.207774532,is pulsar
71.5,54.94741805,1.771012709,2.65133641,33.94899666,65.00634063,1.865206671,2.211822965,is pulsar
46.84375,28.87078906,5.123313735,32.65944015,39.56438127,63.95977547,1.748534176,2.259751491,is pulsar
51.9921875,34.21633749,2.766794813,11.62790615,32.16638796,69.39900803,1.958864828,2.286999481,is pulsar
32.7578125,30.35100546,5.216023746,31.46560163,46.31270903,63.7354026,1.721589076,2.326702999,is pulsar
24.4453125,28.9287402,5.990057921,39.79235909,38.47658863,60.54986574,1.724759343,2.405349384,is pulsar
99.265625,37.12594367,0.715227893,1.936421549,29.31688963,66.39636541,2.015641321,2.445002469,is pulsar
55.3828125,30.77111092,3.857607027,21.10991985,32.47491639,68.85065904,1.981252934,2.482175712,is pulsar
46.6640625,37.4892229,2.703024585,9.705203911,33.88043478,67.46921695,1.921260303,2.493062298,is pulsar
45.4609375,31.83107325,4.286203498,24.4083264,32.34949833,70.7606304,2.042045117,2.616414876,is pulsar
52.265625,38.12673856,2.870490538,10.72618039,31.28344482,61.65925428,1.918327209,2.660526975,is pulsar
102.921875,41.18851656,1.188254763,3.332665667,30.58110368,68.08119742,2.043346738,2.661084433,is pulsar
71.3984375,40.67906784,2.262237471,6.299382891,31.65551839,64.225903,1.965983617,2.714476897,is pulsar
50.515625,27.20264934,3.644463097,24.13786255,33.49331104,65.78648794,1.971153932,2.742912904,is pulsar
67.5625,39.85123704,2.511827049,7.763682214,34.17140468,63.34727943,1.940723222,2.749474956,is pulsar
40.5,32.375,4.164566562,20.67360417,36.92140468,60.11308054,1.822866747,2.788196401,is pulsar
57.7265625,36.24368799,2.831066402,11.38055769,29.98327759,63.6564624,2.015494316,2.808182282,is pulsar
71.5859375,33.70518491,2.816973782,12.34781475,30.44481605,70.39489282,2.103614391,2.836092635,is pulsar
103.75,44.65300242,0.939749262,1.422741582,26.52257525,61.73611708,2.107288905,2.887287436,is pulsar
42.2109375,35.01822123,4.385239948,20.81496821,32.83026756,63.10692302,1.98200815,2.898798361,is pulsar
52.046875,34.80388344,3.411746855,15.75031088,33.44983278,65.93652561,2.029982065,2.902273888,is pulsar
44.8671875,45.69333429,2.888739412,8.810672554,176.1195652,59.73772038,-1.785376578,2.940913427,is pulsar
70.90625,40.10093466,1.85835033,6.236208764,28.2909699,63.04153182,2.122816162,3.142798023,is pulsar
77.5703125,40.99536628,1.215544207,2.787567721,29.68561873,69.9744327,2.191309815,3.170994826,is pulsar
24.7265625,30.09846208,5.660516554,35.16935086,33.05016722,65.62385842,2.076823061,3.221195515,is pulsar
51.75,35.2894283,2.972401872,12.66023153,28.05602007,65.48732451,2.198024866,3.374351625,is pulsar
29.03125,29.24998331,6.313134284,43.80746956,34.37876254,58.76396454,1.994729884,3.431100491,is pulsar
22.7578125,26.87318194,6.550507191,47.66151616,36.72993311,55.21717361,1.881370944,3.452531543,is pulsar
22.5546875,30.38780815,6.15695949,41.52907403,37.15635452,58.76322709,2.023999715,3.597643146,is pulsar
48.0078125,34.27838607,3.247050207,14.44099494,30.99414716,58.83101018,2.087576811,3.598581154,is pulsar
79.1484375,47.3128038,1.484287236,3.407429339,28.75668896,63.5653628,2.211150488,3.656578708,is pulsar
99.3671875,41.57220208,1.547196967,4.154106043,27.55518395,61.71901588,2.20880796,3.662680136,is pulsar
61.828125,35.58003947,2.179119289,8.942227009,31.31270903,59.54490904,2.096319587,3.684103858,is pulsar
76.96875,41.42876746,2.108866449,6.045174894,30.04264214,60.05531749,2.144710526,3.704627298,is pulsar
60.0859375,39.74607436,3.122788717,12.02438876,29.04347826,63.99116616,2.218765559,3.711374007,is pulsar
85.828125,44.74792407,1.272535838,2.621678054,23.97742475,53.2413762,2.202864227,3.894429578,is pulsar
29.84375,28.884316,5.032562543,32.10654285,31.590301,59.16753358,2.168063783,4.049629529,is pulsar
73.984375,36.52053882,1.564606015,5.44133577,22.13545151,55.67129143,2.36442332,4.150410047,is pulsar
105.5234375,43.91041392,0.828310557,1.789748921,23.04264214,55.52960903,2.351130353,4.256981041,is pulsar
30.3984375,29.75849139,4.937010439,30.21465706,30.37207358,61.41136465,2.266474445,4.283722748,is pulsar
75.953125,36.5371941,1.297816277,4.684747694,21.49665552,55.045261,2.390368408,4.292564197,is pulsar
61.5859375,41.06787966,2.18369337,6.679820259,26.76003344,62.80335165,2.378670462,4.365465102,is pulsar
95.0078125,47.68098679,1.003758981,0.993613107,25.43645485,62.60253242,2.396493208,4.445248968,is pulsar
68.3203125,33.99355031,2.282632806,9.827339192,21.51839465,54.18192595,2.428379777,4.52809258,is pulsar
86.3125,47.16704855,0.728503395,1.03163107,24.12040134,58.04411497,2.402478393,4.550779232,is pulsar
78.328125,42.49211496,1.632708951,4.860394724,24.64882943,59.74015997,2.418380651,4.698620698,is pulsar
84.40625,51.84659426,1.26590011,1.534487234,23.59866221,61.88144992,2.492788249,4.709442491,is pulsar
