fare,passenger class,is male,age,no. siblings/spouses aboard,no. parents/children aboard,survived
7.23 3.0 1.0 28.0 0.0 0.0 0
7.75 3.0 1.0 28.0 0.0 0.0 0
7.75 3.0 1.0 28.0 0.0 0.0 0
7.8 3.0 1.0 28.0 0.0 0.0 0
7.85 3.0 1.0 28.0 0.0 0.0 0
7.9 3.0 1.0 28.0 0.0 0.0 0
7.9 3.0 1.0 28.0 0.0 0.0 0
8.05 3.0 1.0 28.0 0.0 0.0 0
8.05 3.0 1.0 28.0 0.0 0.0 0
9.5 3.0 1.0 28.0 0.0 0.0 0
9.5 3.0 1.0 28.0 0.0 0.0 0
22.52 3.0 1.0 28.0 0.0 0.0 0
56.5 3.0 1.0 28.0 0.0 0.0 0
7.23 3.0 1.0 28.5 0.0 0.0 0
16.1 3.0 1.0 28.5 0.0 0.0 0
30.0 1.0 1.0 29.0 0.0 0.0 0
10.5 2.0 1.0 29.0 0.0 0.0 0
7.22 3.0 1.0 29.0 0.0 0.0 0
7.78 3.0 1.0 29.0 0.0 0.0 0
7.88 3.0 1.0 29.0 0.0 0.0 0
7.9 3.0 1.0 29.0 0.0 0.0 0
8.05 3.0 1.0 29.0 0.0 0.0 0
9.48 3.0 1.0 29.0 0.0 0.0 0
8.66 3.0 0.0 30.0 0.0 0.0 0
0.0 1.0 1.0 30.0 0.0 0.0 0
27.72 1.0 1.0 30.0 0.0 0.0 0
27.75 1.0 1.0 30.0 0.0 0.0 0
10.5 2.0 1.0 30.0 0.0 0.0 0
13.0 2.0 1.0 30.0 0.0 0.0 0
13.0 2.0 1.0 30.0 0.0 0.0 0
13.0 2.0 1.0 30.0 0.0 0.0 0
7.22 3.0 1.0 30.0 0.0 0.0 0
7.23 3.0 1.0 30.0 0.0 0.0 0
7.23 3.0 1.0 30.0 0.0 0.0 0
7.23 3.0 1.0 30.0 0.0 0.0 0
7.25 3.0 1.0 30.0 0.0 0.0 0
7.75 3.0 1.0 30.0 0.0 0.0 0
7.9 3.0 1.0 30.0 0.0 0.0 0
7.9 3.0 1.0 30.0 0.0 0.0 0
8.05 3.0 1.0 30.0 0.0 0.0 0
8.05 3.0 1.0 30.0 0.0 0.0 0
8.05 3.0 1.0 30.0 0.0 0.0 0
24.15 3.0 1.0 30.0 0.0 0.0 0
7.75 3.0 0.0 30.5 0.0 0.0 0
8.05 3.0 1.0 30.5 0.0 0.0 0
7.85 3.0 0.0 31.0 0.0 0.0 0
50.5 1.0 1.0 31.0 0.0 0.0 0
10.5 2.0 1.0 31.0 0.0 0.0 0
7.75 3.0 1.0 31.0 0.0 0.0 0
7.78 3.0 1.0 31.0 0.0 0.0 0
8.05 3.0 0.0 32.0 0.0 0.0 0
10.5 2.0 1.0 32.0 0.0 0.0 0
7.75 3.0 1.0 32.0 0.0 0.0 0
7.9 3.0 1.0 32.0 0.0 0.0 0
7.9 3.0 1.0 32.0 0.0 0.0 0
7.92 3.0 1.0 32.0 0.0 0.0 0
7.92 3.0 1.0 32.0 0.0 0.0 0
8.36 3.0 1.0 32.0 0.0 0.0 0
5.0 1.0 1.0 33.0 0.0 0.0 0
12.28 2.0 1.0 33.0 0.0 0.0 0
7.78 3.0 1.0 33.0 0.0 0.0 0
7.9 3.0 1.0 33.0 0.0 0.0 0
7.9 3.0 1.0 33.0 0.0 0.0 0
8.65 3.0 1.0 33.0 0.0 0.0 0
8.66 3.0 1.0 33.0 0.0 0.0 0
9.5 3.0 1.0 33.0 0.0 0.0 0
13.0 2.0 1.0 34.0 0.0 0.0 0
13.0 2.0 1.0 34.0 0.0 0.0 0
6.5 3.0 1.0 34.0 0.0 0.0 0
8.05 3.0 1.0 34.0 0.0 0.0 0
8.05 3.0 1.0 34.0 0.0 0.0 0
8.05 3.0 1.0 34.0 0.0 0.0 0
6.44 3.0 1.0 34.5 0.0 0.0 0
10.5 2.0 1.0 35.0 0.0 0.0 0
26.0 2.0 1.0 35.0 0.0 0.0 0
7.05 3.0 1.0 35.0 0.0 0.0 0
7.12 3.0 1.0 35.0 0.0 0.0 0
7.22 3.0 1.0 35.0 0.0 0.0 0
7.9 3.0 1.0 35.0 0.0 0.0 0
8.05 3.0 1.0 35.0 0.0 0.0 0
8.05 3.0 1.0 35.0 0.0 0.0 0
40.12 1.0 1.0 36.0 0.0 0.0 0
10.5 2.0 1.0 36.0 0.0 0.0 0
12.88 2.0 1.0 36.0 0.0 0.0 0
13.0 2.0 1.0 36.0 0.0 0.0 0
0.0 3.0 1.0 36.0 0.0 0.0 0
6.95 3.0 1.0 36.0 0.0 0.0 0
7.5 3.0 1.0 36.0 0.0 0.0 0
7.9 3.0 1.0 36.0 0.0 0.0 0
9.59 3.0 0.0 37.0 0.0 0.0 0
42.4 1.0 1.0 37.0 0.0 0.0 0
0.0 2.0 1.0 37.0 0.0 0.0 0
8.66 3.0 1.0 37.0 0.0 0.0 0
13.0 2.0 0.0 38.0 0.0 0.0 0
0.0 1.0 1.0 38.0 0.0 0.0 0
7.05 3.0 1.0 38.0 0.0 0.0 0
7.9 3.0 1.0 38.0 0.0 0.0 0
8.66 3.0 1.0 38.0 0.0 0.0 0
0.0 1.0 1.0 39.0 0.0 0.0 0
0.0 1.0 1.0 39.0 0.0 0.0 0
50.0 1.0 1.0 39.0 0.0 0.0 0
13.0 2.0 1.0 39.0 0.0 0.0 0
13.0 2.0 1.0 39.0 0.0 0.0 0
15.05 2.0 1.0 39.0 0.0 0.0 0
26.0 2.0 1.0 39.0 0.0 0.0 0
7.25 3.0 1.0 39.0 0.0 0.0 0
7.92 3.0 1.0 39.0 0.0 0.0 0
24.15 3.0 1.0 39.0 0.0 0.0 0
0.0 1.0 1.0 40.0 0.0 0.0 0
27.72 1.0 1.0 40.0 0.0 0.0 0
52.0 1.0 1.0 40.0 0.0 0.0 0
7.22 3.0 1.0 40.0 0.0 0.0 0
7.9 3.0 1.0 40.0 0.0 0.0 0
8.05 3.0 1.0 40.0 0.0 0.0 0
7.75 3.0 1.0 40.5 0.0 0.0 0
26.55 1.0 1.0 41.0 0.0 0.0 0
0.0 2.0 1.0 41.0 0.0 0.0 0
7.12 3.0 1.0 41.0 0.0 0.0 0
13.0 2.0 1.0 42.0 0.0 0.0 0
7.55 3.0 1.0 42.0 0.0 0.0 0
7.65 3.0 1.0 42.0 0.0 0.0 0
7.9 3.0 1.0 42.0 0.0 0.0 0
7.9 3.0 1.0 42.0 0.0 0.0 0
8.66 3.0 1.0 42.0 0.0 0.0 0
30.7 1.0 1.0 43.0 0.0 0.0 0
35.0 1.0 1.0 43.0 0.0 0.0 0
6.45 3.0 1.0 43.0 0.0 0.0 0
8.05 3.0 1.0 43.0 0.0 0.0 0
8.05 3.0 1.0 44.0 0.0 0.0 0
8.05 3.0 1.0 44.0 0.0 0.0 0
7.75 3.0 0.0 45.0 0.0 0.0 0
26.55 1.0 1.0 45.0 0.0 0.0 0
35.5 1.0 1.0 45.0 0.0 0.0 0
227.52 1.0 1.0 45.0 0.0 0.0 0
6.98 3.0 1.0 45.0 0.0 0.0 0
28.5 1.0 1.0 45.5 0.0 0.0 0
7.22 3.0 1.0 45.5 0.0 0.0 0
39.6 1.0 1.0 46.0 0.0 0.0 0
79.2 1.0 1.0 46.0 0.0 0.0 0
26.0 2.0 1.0 46.0 0.0 0.0 0
25.59 1.0 1.0 47.0 0.0 0.0 0
34.02 1.0 1.0 47.0 0.0 0.0 0
38.5 1.0 1.0 47.0 0.0 0.0 0
52.0 1.0 1.0 47.0 0.0 0.0 0
15.0 2.0 1.0 47.0 0.0 0.0 0
7.25 3.0 1.0 47.0 0.0 0.0 0
9.0 3.0 1.0 47.0 0.0 0.0 0
13.0 2.0 1.0 48.0 0.0 0.0 0
7.85 3.0 1.0 48.0 0.0 0.0 0
221.78 1.0 1.0 49.0 0.0 0.0 0
0.0 3.0 1.0 49.0 0.0 0.0 0
7.78 3.0 1.0 49.0 0.0 0.0 0
28.71 1.0 0.0 50.0 0.0 0.0 0
13.0 2.0 1.0 50.0 0.0 0.0 0
8.05 3.0 1.0 50.0 0.0 0.0 0
12.52 2.0 1.0 51.0 0.0 0.0 0
7.05 3.0 1.0 51.0 0.0 0.0 0
7.75 3.0 1.0 51.0 0.0 0.0 0
8.05 3.0 1.0 51.0 0.0 0.0 0
13.0 2.0 1.0 52.0 0.0 0.0 0
13.5 2.0 1.0 52.0 0.0 0.0 0
51.86 1.0 1.0 54.0 0.0 0.0 0
14.0 2.0 1.0 54.0 0.0 0.0 0
26.0 2.0 1.0 54.0 0.0 0.0 0
7.25 3.0 1.0 54.0 0.0 0.0 0
30.5 1.0 1.0 55.0 0.0 0.0 0
15.1 3.0 1.0 55.0 0.0 0.0 0
8.05 3.0 1.0 55.5 0.0 0.0 0
26.55 1.0 1.0 56.0 0.0 0.0 0
30.7 1.0 1.0 56.0 0.0 0.0 0
10.5 2.0 0.0 57.0 0.0 0.0 0
26.0 1.0 1.0 57.0 0.0 0.0 0
12.35 2.0 1.0 57.0 0.0 0.0 0
29.7 1.0 1.0 58.0 0.0 0.0 0
13.5 2.0 1.0 59.0 0.0 0.0 0
7.25 3.0 1.0 59.0 0.0 0.0 0
25.92 1.0 1.0 60.0 0.0 0.0 0
26.55 1.0 1.0 60.0 0.0 0.0 0
32.32 1.0 1.0 61.0 0.0 0.0 0
33.5 1.0 1.0 61.0 0.0 0.0 0
6.24 3.0 1.0 61.0 0.0 0.0 0
8.05 3.0 0.0 62.0 0.0 0.0 0
26.55 1.0 1.0 62.0 0.0 0.0 0
26.55 1.0 1.0 62.0 0.0 0.0 0
26.0 1.0 1.0 64.0 0.0 0.0 0
27.72 1.0 1.0 64.0 0.0 0.0 0
26.55 1.0 1.0 65.0 0.0 0.0 0
7.75 3.0 1.0 65.0 0.0 0.0 0
10.5 2.0 1.0 66.0 0.0 0.0 0
8.05 3.0 1.0 66.0 0.0 0.0 0
14.5 3.0 1.0 69.0 0.0 0.0 0
10.5 2.0 1.0 70.0 0.0 0.0 0
7.75 3.0 1.0 70.5 0.0 0.0 0
34.65 1.0 1.0 71.0 0.0 0.0 0
49.5 1.0 1.0 71.0 0.0 0.0 0
7.78 3.0 1.0 74.0 0.0 0.0 0
14.45 3.0 0.0 14.5 1.0 0.0 0
7.05 3.0 1.0 17.0 1.0 0.0 0
14.46 3.0 0.0 18.0 1.0 0.0 0
17.8 3.0 0.0 18.0 1.0 0.0 0
108.9 1.0 1.0 18.0 1.0 0.0 0
6.5 3.0 1.0 18.0 1.0 0.0 0
14.45 3.0 0.0 19.0 1.0 0.0 0
53.1 1.0 1.0 19.0 1.0 0.0 0
19.97 3.0 1.0 19.0 1.0 0.0 0
9.82 3.0 0.0 20.0 1.0 0.0 0
15.5 3.0 1.0 20.0 1.0 0.0 0
9.82 3.0 0.0 21.0 1.0 0.0 0
11.5 2.0 1.0 21.0 1.0 0.0 0
7.25 3.0 1.0 22.0 1.0 0.0 0
7.75 3.0 1.0 22.0 1.0 0.0 0
16.1 3.0 1.0 24.0 1.0 0.0 0
7.92 3.0 0.0 25.0 1.0 0.0 0
26.0 2.0 1.0 25.0 1.0 0.0 0
7.78 3.0 1.0 25.0 1.0 0.0 0
17.8 3.0 1.0 25.0 1.0 0.0 0
16.1 3.0 0.0 26.0 1.0 0.0 0
7.85 3.0 1.0 26.0 1.0 0.0 0
14.45 3.0 1.0 26.0 1.0 0.0 0
21.0 2.0 0.0 27.0 1.0 0.0 0
14.45 3.0 1.0 27.0 1.0 0.0 0
15.5 3.0 1.0 27.0 1.0 0.0 0
82.17 1.0 1.0 28.0 1.0 0.0 0
15.85 3.0 1.0 28.0 1.0 0.0 0
19.97 3.0 1.0 28.0 1.0 0.0 0
24.15 3.0 1.0 28.0 1.0 0.0 0
66.6 1.0 1.0 29.0 1.0 0.0 0
21.0 2.0 1.0 29.0 1.0 0.0 0
27.72 2.0 1.0 29.0 1.0 0.0 0
7.05 3.0 1.0 29.0 1.0 0.0 0
24.0 2.0 1.0 30.0 1.0 0.0 0
16.1 3.0 1.0 30.0 1.0 0.0 0
18.0 3.0 0.0 31.0 1.0 0.0 0
52.0 1.0 1.0 31.0 1.0 0.0 0
15.85 3.0 1.0 32.0 1.0 0.0 0
30.07 2.0 1.0 32.5 1.0 0.0 0
21.0 2.0 1.0 34.0 1.0 0.0 0
21.0 2.0 1.0 34.0 1.0 0.0 0
26.0 2.0 1.0 34.0 1.0 0.0 0
78.85 1.0 1.0 36.0 1.0 0.0 0
15.55 3.0 1.0 36.0 1.0 0.0 0
53.1 1.0 1.0 37.0 1.0 0.0 0
26.0 2.0 1.0 37.0 1.0 0.0 0
16.1 3.0 1.0 37.0 1.0 0.0 0
9.48 3.0 0.0 40.0 1.0 0.0 0
52.0 1.0 1.0 42.0 1.0 0.0 0
27.0 2.0 1.0 42.0 1.0 0.0 0
26.0 2.0 0.0 44.0 1.0 0.0 0
26.0 2.0 1.0 44.0 1.0 0.0 0
83.48 1.0 1.0 45.0 1.0 0.0 0
61.18 1.0 1.0 46.0 1.0 0.0 0
14.5 3.0 0.0 47.0 1.0 0.0 0
55.9 1.0 1.0 50.0 1.0 0.0 0
106.42 1.0 1.0 50.0 1.0 0.0 0
26.0 2.0 1.0 54.0 1.0 0.0 0
18.0 3.0 1.0 16.0 2.0 0.0 0
21.68 3.0 1.0 16.0 2.0 0.0 0
18.0 3.0 0.0 18.0 2.0 0.0 0
73.5 2.0 1.0 21.0 2.0 0.0 0
73.5 2.0 1.0 24.0 2.0 0.0 0
24.15 3.0 1.0 24.0 2.0 0.0 0
8.66 3.0 1.0 26.0 2.0 0.0 0
7.92 3.0 1.0 28.0 2.0 0.0 0
73.5 2.0 1.0 32.0 2.0 0.0 0
7.92 3.0 1.0 37.0 2.0 0.0 0
14.11 3.0 1.0 41.0 2.0 0.0 0
90.0 1.0 1.0 44.0 2.0 0.0 0
10.46 3.0 0.0 2.0 0.0 1.0 0
14.45 3.0 0.0 18.0 0.0 1.0 0
77.29 1.0 1.0 21.0 0.0 1.0 0
247.52 1.0 1.0 24.0 0.0 1.0 0
33.0 2.0 1.0 28.0 0.0 1.0 0
29.7 1.0 1.0 37.0 0.0 1.0 0
153.46 1.0 1.0 38.0 0.0 1.0 0
8.4 3.0 1.0 42.0 0.0 1.0 0
16.1 3.0 1.0 44.0 0.0 1.0 0
14.45 3.0 0.0 45.0 0.0 1.0 0
61.38 1.0 1.0 51.0 0.0 1.0 0
77.29 1.0 1.0 54.0 0.0 1.0 0
61.98 1.0 1.0 65.0 0.0 1.0 0
15.25 3.0 0.0 9.0 1.0 1.0 0
7.23 3.0 1.0 15.0 1.0 1.0 0
20.25 3.0 1.0 16.0 1.0 1.0 0
7.23 3.0 1.0 17.0 1.0 1.0 0
7.85 3.0 1.0 18.0 1.0 1.0 0
20.21 3.0 1.0 18.0 1.0 1.0 0
36.75 2.0 1.0 19.0 1.0 1.0 0
26.0 2.0 0.0 26.0 1.0 1.0 0
14.4 3.0 0.0 28.0 1.0 1.0 0
10.46 3.0 0.0 29.0 1.0 1.0 0
24.15 3.0 0.0 30.0 1.0 1.0 0
26.25 2.0 1.0 31.0 1.0 1.0 0
37.0 2.0 1.0 31.0 1.0 1.0 0
15.5 3.0 0.0 32.0 1.0 1.0 0
20.52 3.0 1.0 33.0 1.0 1.0 0
14.4 3.0 1.0 34.0 1.0 1.0 0
24.15 3.0 1.0 36.0 1.0 1.0 0
15.5 3.0 1.0 40.0 1.0 1.0 0
26.25 2.0 1.0 43.0 1.0 1.0 0
110.88 1.0 1.0 49.0 1.0 1.0 0
79.65 1.0 1.0 52.0 1.0 1.0 0
39.0 2.0 1.0 60.0 1.0 1.0 0
71.0 1.0 1.0 70.0 1.0 1.0 0
11.5 2.0 1.0 23.0 2.0 1.0 0
21.08 3.0 1.0 2.0 3.0 1.0 0
21.08 3.0 0.0 3.0 3.0 1.0 0
25.47 3.0 0.0 3.0 3.0 1.0 0
25.47 3.0 1.0 5.0 3.0 1.0 0
21.08 3.0 0.0 8.0 3.0 1.0 0
25.47 3.0 0.0 8.0 3.0 1.0 0
25.47 3.0 0.0 12.0 3.0 1.0 0
39.69 3.0 1.0 1.0 4.0 1.0 0
29.12 3.0 1.0 2.0 4.0 1.0 0
39.69 3.0 1.0 2.0 4.0 1.0 0
29.12 3.0 1.0 4.0 4.0 1.0 0
29.12 3.0 1.0 7.0 4.0 1.0 0
39.69 3.0 1.0 7.0 4.0 1.0 0
29.12 3.0 1.0 8.0 4.0 1.0 0
39.69 3.0 1.0 14.0 4.0 1.0 0
39.69 3.0 1.0 16.0 4.0 1.0 0
24.15 3.0 0.0 10.0 0.0 2.0 0
211.5 1.0 1.0 27.0 0.0 2.0 0
26.0 2.0 1.0 36.5 0.0 2.0 0
7.75 3.0 0.0 40.0 0.0 2.0 0
15.25 3.0 0.0 40.0 0.0 2.0 0
14.5 3.0 1.0 40.5 0.0 2.0 0
20.21 3.0 0.0 41.0 0.0 2.0 0
113.28 1.0 1.0 58.0 0.0 2.0 0
151.55 1.0 0.0 2.0 1.0 2.0 0
23.45 3.0 0.0 7.0 1.0 2.0 0
151.55 1.0 0.0 25.0 1.0 2.0 0
41.58 2.0 1.0 25.0 1.0 2.0 0
20.58 3.0 1.0 26.0 1.0 2.0 0
23.45 3.0 1.0 35.0 1.0 2.0 0
27.75 2.0 1.0 36.0 1.0 2.0 0
34.38 3.0 0.0 9.0 2.0 2.0 0
34.38 3.0 0.0 21.0 2.0 2.0 0
27.9 3.0 0.0 2.0 3.0 2.0 0
27.9 3.0 1.0 4.0 3.0 2.0 0
27.9 3.0 0.0 9.0 3.0 2.0 0
27.9 3.0 1.0 10.0 3.0 2.0 0
263.0 1.0 1.0 19.0 3.0 2.0 0
31.28 3.0 0.0 2.0 4.0 2.0 0
31.28 3.0 1.0 4.0 4.0 2.0 0
31.28 3.0 0.0 6.0 4.0 2.0 0
31.28 3.0 0.0 9.0 4.0 2.0 0
31.39 3.0 1.0 9.0 4.0 2.0 0
31.28 3.0 0.0 11.0 4.0 2.0 0
46.9 3.0 1.0 1.0 5.0 2.0 0
46.9 3.0 1.0 9.0 5.0 2.0 0
46.9 3.0 1.0 11.0 5.0 2.0 0
46.9 3.0 1.0 14.0 5.0 2.0 0
46.9 3.0 0.0 16.0 5.0 2.0 0
69.55 3.0 1.0 5.0 8.0 2.0 0
69.55 3.0 0.0 8.0 8.0 2.0 0
69.55 3.0 0.0 14.0 8.0 2.0 0
69.55 3.0 1.0 17.0 8.0 2.0 0
69.55 3.0 1.0 18.0 8.0 2.0 0
69.55 3.0 1.0 20.0 8.0 2.0 0
69.55 3.0 0.0 21.0 8.0 2.0 0
34.38 3.0 1.0 16.0 1.0 3.0 0
